Uid,Fold
15814,3
15815,2
15816,3
15817,1
15818,4
15819,4
15820,5
15821,3
15822,3
7137,1
15823,4
15824,3
15825,1
15826,2
15827,5
6607,2
15830,1
15831,5
15832,1
15833,4
15386,2
15834,2
15835,2
15836,1
15837,1
15838,3
7486,1
15839,5
15840,5
15841,2
15842,1
15843,4
15844,5
15845,2
15846,3
15847,2
14763,3
15848,5
15849,5
15850,5
6248,4
15851,4
15852,2
15853,3
15854,5
15855,5
15856,2
15857,4
15859,5
15860,1
15858,1
7693,5
15861,5
15862,1
15863,3
15864,1
15865,5
15866,2
15867,1
15868,5
15870,5
7178,4
15871,5
6713,5
7008,2
15872,2
15873,2
15874,5
15875,1
15876,1
15877,3
15878,5
6110,2
15880,1
15881,1
15882,3
17882,3
15883,3
15884,4
15885,5
6741,5
15886,2
15887,4
15888,2
15889,5
15890,5
15891,4
15892,5
5935,3
48378,3
15893,3
15894,5
15895,1
5435,1
15896,5
15898,5
6119,4
14981,1
15899,2
15900,3
15902,5
15903,3
15904,5
15905,5
15906,3
15907,2
15908,5
15909,4
15910,5
15911,5
15912,4
15913,3
15914,4
5162,3
15915,2
15916,1
15917,3
15918,5
15919,5
15920,5
15901,3
15921,1
51943,3
6725,3
15922,1
15923,3
15924,3
15925,5
15926,2
15927,2
15929,2
15930,4
15931,1
37448,4
15932,1
15934,3
15935,1
15936,1
15937,3
15938,5
15939,1
15940,2
15941,3
15942,1
15713,1
15943,1
15944,4
15945,1
15946,2
15947,4
15948,3
15949,1
8653,3
43280,1
15950,2
44776,3
7765,3
15951,5
15952,5
15953,4
15954,3
15955,2
15956,2
15957,1
15958,5
15959,3
6369,3
15960,5
15961,2
15962,1
15963,1
15964,3
15965,5
15966,3
15967,1
15968,5
15969,5
5376,4
15970,5
15971,2
15972,3
15973,1
15974,1
15975,1
15976,1
15977,1
15978,1
15979,4
15980,2
15981,3
15982,4
15984,4
15985,4
15986,2
15987,2
6318,5
15988,4
15989,5
15990,5
15991,1
15992,2
1719,4
15993,1
15995,4
15996,2
15997,3
15998,3
15999,2
16000,4
16001,2
16002,4
16003,2
16004,3
16005,3
16006,5
16007,4
16009,5
16010,1
16011,2
6822,4
16012,1
16013,2
16014,3
16015,3
6363,1
16016,3
16017,5
34061,5
16018,5
16019,4
16020,3
42170,2
16021,5
16022,3
16023,5
16024,5
16025,4
16026,3
10713,3
16027,5
16028,4
16029,4
16030,3
16031,5
16032,2
16033,5
16034,3
16035,1
16036,4
5074,5
16037,5
16039,4
16040,3
16041,1
16042,1
16043,1
16044,4
16045,4
16046,1
16047,5
6199,1
16048,4
37551,1
16049,4
16050,3
16051,4
16052,2
16053,1
7142,2
16054,1
16055,3
16056,1
16057,4
16058,4
5034,4
16059,4
16060,2
16061,4
6935,4
16062,3
16063,5
16064,5
16065,1
16066,2
16067,1
16068,3
16069,1
16070,1
16071,5
16072,2
16073,2
16074,3
16075,2
16076,4
16077,5
16078,3
16079,3
16080,4
16081,5
16082,4
16083,3
16084,3
16085,1
16087,2
16088,4
53778,1
16089,5
16091,5
14671,1
16092,4
16093,3
16094,3
16095,4
16096,4
6006,4
16097,4
16098,1
16099,3
16100,5
16101,2
16102,2
16103,3
16104,2
16105,5
16106,3
16107,5
16108,4
16109,3
16110,4
56567,3
16111,3
16112,3
16113,2
16114,2
16115,5
16116,1
16117,5
16118,1
16119,4
6970,5
16120,3
16121,3
16122,2
16123,4
16124,4
16125,4
16126,2
16127,1
16128,4
16129,4
16130,2
6303,4
16131,4
16132,1
16133,5
16135,3
16136,3
16137,4
16138,2
16139,4
16140,3
16141,2
16142,3
16143,5
6002,3
16144,3
16145,3
16146,3
16147,2
4997,2
16148,5
16149,5
6175,2
16150,4
16151,1
16152,3
16153,5
5721,3
16154,2
16155,4
49882,5
16156,2
16157,1
16158,3
16159,4
16161,1
16162,3
16163,3
16164,3
16166,5
16167,1
16168,2
16169,5
16170,3
16171,5
16172,5
16173,3
16174,3
16175,1
16176,5
16177,4
16178,2
7349,2
16179,4
16180,2
16181,4
16182,2
15692,3
16183,5
16184,4
16186,4
41188,1
16187,4
16188,4
3202,4
16189,5
16190,3
16191,2
42341,5
16192,4
16193,4
9389,5
5751,5
16195,1
16196,2
16197,1
16198,1
16199,1
6453,3
16200,1
16201,1
5001,5
16202,5
8290,3
16203,5
6163,3
16204,3
16205,4
16206,2
16207,2
16208,1
16209,2
16210,4
16211,2
16212,1
16214,4
16215,3
16216,1
16217,4
16218,5
16219,4
16220,1
16221,1
16222,2
16223,5
16224,5
16225,2
16226,4
16227,3
16228,2
16229,1
16230,5
16231,3
16234,3
16235,2
16236,5
16237,4
16238,1
16239,4
16240,5
16241,1
5206,5
16242,5
16243,1
5989,2
16244,3
16245,4
16246,5
16247,3
16248,1
16249,2
16251,2
16252,5
16253,3
5415,1
16254,4
16255,4
16256,5
16257,3
16258,4
16259,2
16260,4
16261,5
7384,2
53262,3
16262,4
16263,5
16264,1
15428,3
16265,2
16266,3
7195,1
16267,5
16268,2
16269,2
16270,3
16271,5
16272,4
16273,3
16274,5
16275,1
16276,4
16277,5
16278,1
11327,1
16279,4
16280,3
16281,4
16282,5
16283,5
16284,1
16285,3
16286,1
16287,2
16288,3
16289,3
7199,3
16290,1
16291,2
16292,4
16293,3
16294,2
16295,3
16296,4
5041,3
16297,5
16298,2
16299,3
16300,3
16301,5
16302,5
16303,1
16304,5
16305,2
16306,5
16307,3
16308,4
16309,3
16310,4
16311,4
16312,4
16313,4
16314,2
16315,1
16316,2
16317,3
16318,2
16319,2
16320,4
7676,2
16321,3
16323,3
16324,1
16325,4
16326,2
16327,2
16328,2
16329,3
16330,2
16331,3
16332,2
16333,5
16335,3
16336,3
16337,2
16338,4
16339,4
16334,2
16340,1
16341,4
16342,3
16343,1
16344,4
16345,3
16346,5
11511,1
16347,2
16348,5
16349,4
16350,1
12417,2
16352,4
16353,3
16354,2
16355,4
16356,2
7500,3
16357,4
16358,4
16359,2
16360,3
16361,3
16362,5
16363,2
16364,1
16365,5
16366,1
16367,2
16368,5
16369,5
8564,2
16370,3
16371,2
5342,4
16372,2
16373,3
16374,1
10367,3
16375,3
16376,1
11921,2
16377,1
6862,2
16378,3
16379,5
16380,4
7248,5
16381,2
16382,1
16384,3
16385,4
16386,3
16387,5
16388,5
16389,1
16390,1
16391,5
16392,3
16393,2
16394,5
16395,5
16396,1
16397,3
16398,2
16399,5
16400,5
16401,4
16402,3
16403,4
16404,5
16405,5
16406,2
16407,4
1464,3
16408,3
16409,4
16410,1
16411,3
16412,2
7790,2
16413,4
16414,2
16415,5
16416,1
16417,4
16418,5
16419,2
16420,3
5949,5
16421,2
16422,2
16423,5
16424,4
16425,3
16427,3
16428,5
16429,3
16430,5
16431,3
16433,4
16436,5
16437,3
16438,1
16439,2
16440,3
16442,2
16443,3
16444,3
16445,1
16446,2
16447,3
6389,1
16448,2
6931,5
16449,4
16450,4
16451,3
16452,2
16453,4
16454,2
16455,4
7563,4
16457,1
16458,4
16459,2
16460,3
16461,1
1300,2
5719,4
16462,3
16463,4
16464,1
16465,3
16466,2
16467,2
16468,2
16469,3
16470,4
16471,4
16472,5
16473,4
16474,1
16475,1
16476,3
16477,5
16478,2
16479,1
16480,3
16481,1
16482,1
16483,1
6495,3
16484,2
16485,4
16486,3
16488,4
16489,2
16490,4
6254,3
16491,4
16493,2
5379,4
16494,2
16495,3
16496,4
16497,5
15516,5
16498,5
6151,4
16499,1
9989,1
16500,5
16502,5
16503,2
16504,4
7547,1
16505,3
16506,2
16507,5
16509,2
16510,4
6679,5
16511,1
16512,1
16513,3
16514,1
16515,3
16516,5
6066,1
16517,1
16518,3
16519,2
7550,1
16520,3
16521,3
16522,5
16523,1
16524,2
58433,5
16525,1
16526,3
16527,4
16528,5
16529,5
16530,3
16531,2
16532,4
16533,3
16534,4
16535,1
16536,3
16537,4
16538,3
16539,4
16540,3
21579,3
16541,5
53482,1
16542,5
16543,3
16544,3
16545,3
16546,1
16547,1
16548,3
16549,4
16550,5
16551,4
16552,2
16554,5
16555,5
16556,3
16557,5
16558,3
16559,1
16560,1
16561,2
16562,2
16232,3
16563,4
16564,3
16565,3
16566,2
16567,3
16568,4
16569,5
16571,4
16572,3
16573,1
16574,1
5391,3
16575,3
16576,1
16570,1
16577,4
16578,4
16579,2
16185,2
16580,2
16581,2
8455,5
16582,5
57604,3
16583,2
16584,5
16585,2
16586,5
16587,1
16588,1
16589,1
16590,2
16591,2
16592,2
16593,4
16594,4
16595,2
16596,4
16598,2
16599,1
16600,4
16601,4
16602,5
16603,3
16605,5
16606,1
16607,3
16608,4
16609,5
16610,4
16611,2
16612,1
16613,5
16614,4
6153,3
16615,2
16616,3
6164,2
16618,1
16619,1
16620,2
16621,4
16622,3
16623,3
40507,1
16624,3
16625,5
16626,3
16627,1
16628,2
16629,2
16630,1
16631,1
16632,1
16633,2
16634,2
16635,4
16637,4
16638,3
16640,1
16641,1
16642,4
16643,3
16644,4
16645,1
16646,1
16647,1
16648,5
11913,5
7024,5
16649,1
16650,2
16651,3
43059,2
7869,2
6592,4
16652,5
16653,5
16654,4
16655,3
16656,3
7753,4
16657,5
16658,3
16659,5
16660,3
16661,4
16662,1
16663,4
16664,2
16665,3
16666,2
26941,2
16667,5
16668,1
16669,2
16670,3
16671,5
16672,3
55339,5
16673,1
16674,2
16675,5
16676,5
16677,2
16678,1
16679,5
16680,1
12317,4
16681,3
16682,5
16683,3
16684,1
16685,3
16686,2
16688,4
16689,4
16690,1
6652,4
16691,5
16692,5
16693,2
16695,1
16696,4
16697,4
16698,2
5437,5
16699,2
26852,5
16700,1
16701,5
16702,2
16703,1
16704,5
16705,5
16706,2
41885,4
16707,4
7162,2
16708,5
16709,1
16710,4
16711,4
16712,5
16713,2
1217,2
16715,3
6549,5
5769,5
16716,5
16717,4
16719,3
16718,1
16720,4
16721,2
16722,3
14353,3
16723,1
16724,1
16725,2
16726,1
16727,1
16728,3
16729,3
16730,4
16731,1
16732,2
16733,3
16734,2
16735,2
16736,4
16737,2
16738,5
16741,1
16743,5
16744,1
16745,3
16746,3
16747,1
15754,3
39504,4
16748,2
16749,4
16750,4
16751,2
16752,2
16753,3
7046,3
16754,5
57077,2
16755,2
16756,1
16758,5
16760,3
16761,4
7837,1
16762,2
16763,4
16759,4
16764,2
13838,3
16765,3
16766,5
16767,1
16769,5
16770,2
16771,3
16772,5
16773,3
16774,1
16775,3
16776,1
16777,1
16778,5
16779,1
16780,1
16781,5
16782,5
16783,2
16784,1
16785,3
16786,5
16787,1
16788,5
16789,3
16790,1
16791,4
16792,4
16793,4
16794,3
16796,2
16798,1
9951,2
16799,3
16800,3
16801,5
16803,2
29014,5
16804,5
16805,4
16806,2
16807,2
16808,2
16809,2
16810,5
16811,2
16812,1
16813,5
16814,1
16815,2
16816,2
16817,4
16818,3
16819,1
16820,5
16821,1
16822,1
16823,4
16824,4
16825,5
16826,2
16827,1
16795,2
16828,1
16829,1
16830,5
16831,3
16832,1
16833,2
11014,4
16834,5
16835,4
16836,4
16837,5
16838,2
43252,4
16839,4
11745,5
16840,1
16841,5
7156,1
16842,4
16843,3
16844,3
16845,1
45447,1
16846,2
16847,5
16848,1
16849,4
16850,5
16851,3
16852,5
16853,1
16854,3
16855,5
16856,1
7091,1
7083,4
16857,4
16858,2
16859,1
16860,2
6362,5
16861,4
16862,4
16863,5
16864,5
16865,4
16866,4
16867,4
16868,4
16869,4
16871,4
16872,1
16873,1
16874,5
16875,4
16876,5
16877,1
16878,3
16879,4
16880,2
16881,1
5919,5
16882,1
6368,4
16883,1
16884,2
16885,3
16886,1
16887,5
16889,2
16890,4
16891,5
16892,3
15983,1
16893,2
16894,5
16896,1
16897,5
16898,5
16899,3
31750,3
16900,5
16901,4
16902,1
16903,1
16904,1
16905,4
16906,5
16907,3
16908,4
16909,3
16910,5
16911,4
12717,4
16912,1
16456,4
16913,4
16914,2
16915,4
16916,5
16917,4
16919,3
16920,1
16921,3
16922,1
16923,4
16924,5
16926,3
16927,1
16928,1
16929,3
16930,4
16931,3
16932,2
16933,5
16934,3
16935,5
16936,5
16937,1
6425,4
16938,2
16939,3
16940,5
7438,1
16941,1
16942,1
16943,5
16944,3
16945,2
16946,4
16947,5
16948,1
16949,3
16950,4
6436,5
16951,3
16952,4
16954,3
16955,5
16956,1
16957,3
16958,5
16959,1
16960,2
16961,4
16962,3
16963,5
16964,4
16965,4
16966,2
16967,1
16968,4
16969,5
16970,2
16971,1
16972,2
16973,3
16974,1
16975,2
16976,5
16977,2
16978,2
39590,2
16979,1
16980,1
16981,1
16982,4
16983,5
6631,3
5973,3
16984,4
16985,5
16986,1
16987,5
16988,1
16989,1
16990,5
16991,5
16992,5
8591,4
16993,4
16994,3
16995,4
16996,2
16997,4
16998,4
16999,4
17000,5
17001,3
6513,2
17002,3
17003,4
17004,3
17005,3
17006,4
17007,3
17008,5
27757,1
17009,3
17010,2
17011,5
8304,5
17012,4
17013,1
17014,3
17015,3
17016,1
17017,3
17018,2
8673,1
17019,5
17020,2
17021,3
17022,1
17023,4
17024,5
17025,2
17026,3
17027,5
17029,5
16639,5
17030,4
17032,2
17033,3
17034,3
17031,1
17035,5
17036,5
17037,2
17038,3
17039,5
17040,4
17041,2
17042,4
17043,3
17044,1
5401,1
17045,3
17046,1
17047,4
17048,1
17049,2
17050,5
17051,2
17052,1
17053,1
17054,2
17055,4
17056,3
17057,2
42765,2
17058,3
17059,5
17060,3
17061,5
17062,4
17063,2
17064,5
17065,3
5464,1
17066,4
17067,1
17068,5
17069,1
17070,3
5430,4
5629,5
17071,2
17072,2
17073,4
17074,1
17075,2
17076,5
17077,2
17078,1
17079,2
17080,1
17081,4
17082,1
17083,4
17084,2
17085,1
17086,5
17087,2
17088,5
17090,5
17091,1
17092,1
17093,3
17094,4
18226,3
17095,3
14455,2
17096,3
17097,2
17098,1
17099,4
17100,2
17101,5
17102,2
5096,2
17103,1
17104,1
17105,2
17106,1
17107,5
17108,5
17109,2
8360,3
17110,2
17111,3
17112,4
17113,2
17114,5
17115,4
17116,5
17117,3
17118,3
17119,2
17120,5
6917,1
17121,1
17122,5
17123,4
17124,2
17125,2
17126,4
17127,1
17128,4
17129,4
17130,4
17131,5
17132,5
17133,4
17134,1
17135,5
17136,4
17137,2
17138,5
17139,2
17140,2
17141,4
17142,5
17143,1
17145,1
10767,3
17146,2
17147,2
17148,1
17149,3
17150,2
17152,1
5807,4
17153,5
17154,2
17155,5
17156,5
17157,5
17158,5
17159,1
17160,2
17161,5
17162,4
17163,3
17164,3
8053,2
17166,4
17167,2
17168,5
17169,5
5014,5
17170,1
17171,5
17172,5
17174,1
17176,3
17177,1
17178,5
17179,2
17180,3
17181,2
17182,1
17183,3
17184,5
17185,2
17186,1
17187,1
17188,1
17189,2
17190,4
17191,2
17192,4
17193,3
17195,4
17196,5
17197,2
17198,5
17199,5
17200,3
17201,3
17202,5
17203,3
17204,3
17206,3
17207,3
17208,2
17209,1
17210,3
7622,4
6346,1
17211,3
17212,1
17213,4
7310,4
17214,5
17216,5
17217,5
17218,1
17219,5
17220,4
17221,2
17222,4
17223,5
17224,4
5881,5
17225,5
17226,4
17227,4
17228,1
17229,2
17230,1
17231,1
17232,5
17233,5
17234,3
48826,1
17235,5
17236,5
17237,4
17238,1
17239,5
17240,2
17241,5
17242,1
17243,5
17244,1
17245,4
17246,4
5265,1
17247,3
6983,3
17249,2
6960,1
17250,2
17251,3
7578,1
17252,4
17253,4
17254,2
17255,4
17256,5
17257,2
17258,4
17259,1
17260,1
17261,3
17262,1
17263,3
17264,3
17265,5
17266,5
17267,4
16250,3
6136,5
17268,1
17269,4
17271,4
17272,5
17273,1
17274,2
17275,3
17276,5
17277,4
4954,2
17278,1
17279,1
5517,5
17280,2
17281,2
17282,4
17283,3
17284,1
17285,1
17286,5
17287,1
10361,5
17288,1
17289,5
4998,4
17290,4
17291,3
17292,3
7211,2
17293,1
17294,2
17295,1
17296,1
17297,1
17298,3
17299,2
17300,2
17301,3
17302,2
17303,2
17304,3
17305,1
17306,4
17307,4
17308,3
17309,1
17310,4
17311,1
17312,2
17313,4
17314,3
17315,3
20608,5
17316,1
17318,1
17319,2
17320,4
17321,5
17322,3
31129,3
17323,1
17324,1
17325,1
17326,1
17327,2
17328,4
17329,2
17330,3
7105,3
17331,5
17332,2
17333,3
17334,5
5402,5
17336,5
17337,4
17338,5
17339,1
17340,2
17341,3
17342,5
17343,1
17344,4
17345,1
17346,2
17347,1
17348,4
17349,5
17350,3
17351,5
17352,2
17354,3
17355,1
17356,5
17357,5
17358,5
17359,2
17360,2
17361,4
17362,5
17363,1
17364,3
17365,5
17366,4
17367,5
17368,4
17369,2
17370,2
17371,2
17373,4
17375,2
17376,4
17377,4
17378,3
3643,2
17379,3
17380,5
17381,4
17382,1
17383,3
17384,4
17385,2
17386,5
17387,3
17388,1
11061,2
17389,4
17390,2
17391,2
17392,5
17393,5
17394,2
17395,5
17397,2
17396,4
17398,2
17399,2
17400,5
17401,5
6398,4
17402,5
17403,3
17404,2
17405,2
5562,4
17406,4
17407,5
17408,3
17409,3
17410,5
17412,3
37734,2
17414,2
17416,5
17417,5
17418,1
17419,4
17420,1
17421,3
17422,1
6598,2
17423,4
17424,1
17425,1
17427,2
17428,4
17429,3
17430,4
17431,5
17432,3
17433,2
17434,3
17435,2
17436,1
5489,2
17437,3
8182,1
17438,1
17439,4
17440,4
17441,4
17442,4
19284,4
17443,1
17444,4
17445,3
17446,1
17447,3
17448,1
17449,4
17450,3
17451,4
17452,4
17453,1
17454,3
17455,3
17456,5
17457,1
17458,2
17459,5
17460,5
17461,3
17462,3
17463,3
17464,5
17465,2
17466,5
10735,3
17467,1
17468,5
17469,1
17470,2
17471,4
6101,5
17472,3
17473,3
17474,1
17475,5
17476,3
17477,3
17478,5
6940,5
17479,1
17480,4
17481,2
17482,2
17483,3
17484,4
17485,5
6803,4
17486,3
17487,3
17488,4
17489,2
17490,5
17491,3
5307,1
17492,4
17494,3
10263,3
17495,4
17496,1
37866,1
17498,5
17499,4
17500,2
17501,2
17502,2
17503,3
17504,2
17505,4
17506,4
17507,3
17508,2
17509,3
53198,1
17510,1
17511,3
17512,4
17513,1
17514,2
17515,4
17516,4
17517,1
17518,2
17519,3
17520,3
17521,1
17522,4
17523,5
17524,1
17525,2
17526,1
17527,3
17528,3
17529,1
17530,1
17531,4
8960,2
17532,2
17533,3
17534,2
5049,4
6014,3
17535,5
17536,1
17372,3
17537,2
17539,1
17540,4
17541,2
17542,4
17543,3
17544,4
17545,1
17546,2
17547,2
17548,4
17549,5
17550,4
17551,1
17552,2
17553,5
17554,1
17555,4
17556,2
17557,1
17558,3
17559,5
52948,2
4978,4
17560,5
17561,4
17562,2
17563,4
17564,1
17565,1
17566,4
17567,4
17568,2
17569,4
17570,1
17571,3
7280,2
17573,4
7313,1
17574,2
17575,2
17576,3
17577,5
17578,4
17579,3
17580,5
17581,2
17583,2
17584,2
17585,2
17586,3
17587,3
17588,3
13463,5
17589,4
17590,3
17591,2
17592,3
17593,4
17594,2
17595,4
17596,2
17597,4
5901,4
17598,3
6276,5
17599,3
17600,1
17601,3
17602,5
17603,4
17604,2
17605,4
17606,2
17607,2
7447,5
17608,5
8319,3
17609,3
17610,5
17611,2
17612,3
17613,1
17614,4
10751,3
17615,3
17616,5
17617,5
17618,1
17620,5
17621,5
17622,3
17623,1
17624,4
17625,3
17626,3
17627,4
17628,4
46161,4
17629,3
17630,1
17631,3
17632,5
17633,3
17634,5
17636,1
17637,1
17638,4
17639,2
17640,1
17641,2
17642,3
17643,5
17644,1
17646,2
17647,1
17648,2
17649,5
17650,4
17651,5
17652,1
17653,1
17654,2
17655,4
17657,5
17658,3
17659,3
17660,1
17661,4
17662,4
17663,4
17664,5
17665,2
15828,1
17666,1
17667,5
17668,3
17669,4
6973,5
17670,4
17671,5
1722,3
17672,3
17673,5
17674,5
17675,1
17676,1
6275,3
17678,1
17679,5
17680,5
17681,4
17682,3
17683,4
17684,3
17685,2
17686,3
17687,3
17688,4
17689,4
17690,1
17691,4
17692,5
17693,2
17694,3
17695,2
17696,1
17698,4
5670,4
17699,2
17701,3
17702,4
17703,4
17704,2
17705,5
17706,4
17707,1
17708,1
17709,5
5180,1
17711,3
17712,4
17713,3
17714,2
17715,1
17716,1
17717,4
7566,4
17718,1
17719,5
17720,5
10325,5
17721,5
17722,3
17723,5
17724,3
17725,2
17726,1
17727,4
17728,5
17729,2
4913,4
17730,2
17731,1
17732,3
17733,1
17734,3
8175,2
17735,2
17736,1
17737,4
17739,5
17740,3
17741,1
17742,1
17744,5
17745,3
6465,1
17746,3
17747,3
17748,3
17749,5
17750,4
17751,2
17752,3
6837,2
6878,1
17753,4
17754,5
17755,4
10058,2
17756,3
17757,3
17758,4
17759,4
7777,5
17760,5
17761,5
6025,3
17762,4
17763,2
17764,2
17765,4
17766,2
17767,2
17768,1
17769,3
17770,5
17771,4
7910,1
17772,4
41134,2
17773,3
17774,4
17775,3
17777,1
17778,4
17779,2
17780,2
7980,4
17781,4
17782,1
17783,4
17784,5
17785,3
17786,2
17787,3
17788,5
17789,3
17790,5
17791,3
17792,2
17793,5
17794,4
6763,4
17795,5
17796,2
46219,4
17797,2
17798,5
17799,5
17800,2
17801,4
17802,3
17803,2
17805,1
5951,5
17806,5
17807,4
17808,1
17810,1
17811,3
17812,4
6996,3
17813,2
17814,2
17815,5
17816,4
17817,5
7635,2
17818,2
6328,2
17819,4
17820,2
17821,1
5115,3
17822,4
17823,3
17824,5
17825,5
17826,1
17827,1
17828,3
17829,4
17830,1
17831,2
17832,1
17833,1
17835,5
17836,2
17837,3
17838,3
17839,2
17840,2
15224,1
17841,2
17842,5
17843,3
17844,2
17845,2
17846,4
17847,5
17848,2
17738,1
17849,4
17850,5
17852,1
17853,2
17854,1
17855,4
17856,1
17857,2
17858,2
17859,5
17860,2
17861,3
17862,1
17863,2
17864,1
17865,1
17866,1
17867,3
19604,1
17868,1
17869,3
17870,2
17871,3
17872,3
17873,5
6293,4
4899,5
17874,4
17875,1
17089,4
17876,5
17877,4
17878,2
17879,2
17881,2
17883,1
17884,4
17885,5
4967,4
17886,2
17887,2
5840,1
17888,3
17889,3
17890,5
17891,1
17892,2
5108,3
17893,2
17894,1
17895,1
405,4
17896,1
17897,3
17898,4
17899,2
17900,5
17901,2
17902,1
17903,5
17904,3
17905,4
17906,5
17907,3
17908,2
17909,2
17910,5
17911,3
16742,4
17912,3
17913,1
12475,3
17914,2
17915,2
17916,1
17918,1
12344,5
7998,1
17920,4
17921,2
17922,5
17923,2
17924,1
6241,2
17925,4
17926,3
47336,1
17927,5
31749,2
17928,5
17929,1
17930,5
17931,5
17933,5
17934,4
17935,3
17936,5
17932,1
17937,2
17939,4
17940,5
17941,1
17942,5
17943,2
5668,5
17944,2
17945,2
17946,2
17947,1
17948,4
17949,3
17950,4
17951,1
10348,3
17952,4
17953,1
17954,1
17955,4
17956,5
17957,4
17958,4
17959,4
17960,3
17961,4
17962,1
17963,4
17964,4
17965,4
17966,5
17967,2
17968,4
17969,3
53873,5
17970,1
17971,3
17972,5
17973,5
17974,1
17975,2
5657,3
5649,1
17976,1
17977,4
17978,2
17979,1
17980,5
17981,2
17982,2
17983,4
17984,4
17985,1
17986,4
17987,4
17988,4
17989,2
7121,2
17990,5
11859,1
17991,1
17992,2
5491,3
17993,5
17994,1
17995,5
17996,2
16492,5
17997,3
17998,5
17999,2
18000,5
18001,1
8798,5
18002,4
18003,4
18004,5
18005,1
18006,5
18007,1
18008,4
18009,5
18010,1
18011,1
18012,1
18013,2
18014,5
18015,3
18016,2
7253,2
18017,1
18018,4
18019,3
18020,4
18021,4
7082,1
18022,2
5963,5
18023,2
18024,3
18025,2
18026,4
18027,1
7177,1
18028,3
5756,1
18029,4
18030,1
18031,5
18032,3
18033,5
18034,2
18035,2
6681,5
18036,5
18037,2
18038,2
18039,4
18040,1
18041,4
18042,3
18043,5
18044,5
18045,5
18046,5
18047,4
5059,4
18048,1
18049,3
18051,2
18052,2
18054,1
18055,5
18056,3
18057,4
18058,3
18059,5
18060,2
18061,1
16441,5
18063,5
18064,4
18065,3
18066,3
57363,2
18067,3
18068,1
18069,5
18070,4
18071,2
4958,1
18072,3
18073,5
18074,4
18075,4
18076,1
18077,4
6090,5
18078,4
18079,2
18080,3
3998,3
11573,3
18081,5
18082,2
18083,1
18084,1
18085,4
18086,5
18087,2
18088,3
18089,3
12104,5
18090,2
16426,5
5557,1
18091,3
18092,5
18093,2
6526,1
18095,4
18096,5
18097,1
6647,4
18099,4
18100,5
8338,1
18101,5
18102,1
8465,4
18104,4
18105,5
18106,4
18107,5
18109,4
18110,2
18111,3
18112,5
18113,2
18114,2
18115,3
18116,2
18117,3
18118,2
18120,4
18121,4
18122,4
18124,3
18125,5
18126,3
18127,2
18128,3
18129,5
18130,5
18131,2
18132,5
18133,5
18134,1
18135,4
18136,3
18137,2
18138,5
18139,2
18140,4
18141,5
18142,3
18143,4
18144,4
18145,2
18146,4
18147,3
18148,4
18149,4
18150,3
18151,3
18152,1
18153,4
18154,2
18155,2
18156,4
18157,2
18158,1
18159,3
18161,2
18162,5
18163,2
18164,2
18165,1
10327,1
7670,2
18166,2
18167,1
18168,2
18169,4
18170,3
18171,5
50518,3
18172,3
18173,1
18174,1
18175,2
18176,5
18177,4
18178,2
18179,1
18180,3
18181,5
18182,5
18183,4
18184,1
18185,1
18186,2
18187,4
18188,2
18189,5
18190,1
5812,4
18191,5
18192,5
6857,3
18193,2
18194,5
18195,1
18196,3
18197,4
13751,4
18198,1
18199,2
18200,2
18201,1
18202,4
18203,5
18204,5
18205,1
18206,2
18207,5
18208,2
18209,3
18210,4
18211,3
18212,1
18213,2
18214,2
18215,5
18216,2
37482,4
18217,5
6480,1
18218,2
18219,5
18220,3
18221,2
18222,4
18223,2
18224,5
18225,1
18227,5
18228,5
18229,2
18230,5
18231,1
6509,4
18232,2
18234,1
18235,3
18236,5
18237,4
18238,5
18239,5
18240,1
18241,4
18242,4
17317,5
18243,3
18244,1
18245,5
18246,5
18247,3
18248,4
18249,2
18250,4
18251,3
56268,1
18252,2
18253,1
18254,1
18255,2
18256,5
18257,5
18258,4
18259,2
18260,2
18261,3
18262,5
18263,2
18264,1
18265,1
18266,2
18267,5
18268,1
18269,1
5966,2
18270,5
18271,3
18272,4
18273,5
18274,3
18275,4
18276,1
18277,5
18278,2
18279,4
18280,5
18281,4
18282,2
18283,5
18284,4
18285,1
18286,2
18287,4
18288,3
18289,4
18290,1
8755,1
18291,3
18292,3
18293,2
18294,4
18295,2
18297,2
15928,3
18298,3
18299,2
18300,4
18301,4
6471,1
18302,5
18303,1
18304,5
18305,2
18306,5
18307,1
18308,1
18309,2
18310,3
18311,5
18312,2
18313,1
18314,3
18315,1
6683,2
18316,5
18317,1
18319,2
18320,5
18321,1
18322,4
18323,3
18324,5
18325,4
18326,2
18327,4
18328,4
18329,2
18330,5
18331,4
18332,1
18333,4
18334,4
36242,3
18335,2
18336,4
18337,1
18338,1
18339,1
18340,1
18341,1
18342,4
18343,2
18344,3
18345,3
18346,2
18347,5
18348,1
18350,1
18351,4
18352,2
18353,5
6929,2
18354,4
18355,1
18356,1
18357,5
18358,4
18359,2
18360,3
18361,3
18362,3
18363,3
18365,1
18366,4
18367,4
18368,3
18369,1
18370,5
18371,5
18372,4
18374,5
18375,3
18376,3
18377,5
18378,1
18379,5
18380,4
18381,3
5745,4
18383,2
18385,1
40274,4
18386,2
18387,1
5667,2
18388,5
18389,2
18391,1
18393,3
18394,1
18395,3
18396,2
18390,3
18397,4
18399,3
18400,2
5722,1
52515,2
18401,4
18402,1
18403,3
18404,5
18405,4
18406,4
18407,1
18408,4
